! Fractional density (n(X)/nH)
!             1              2              3              4              5              6              7              8              9             10             11             12             13             14             15             16             17             18             19             20             21             22             23             24
       Redshift          ctime           Trad             Tn             nb             nH             e-              H             He              D             H2             HD             D2             H+             D+            He+            H2+            HD+            D2+           HeH+            H3+           H2D+           HD2+            D3+             H-
  3.333475E+003  1.880250E+003  9.085387E+003  9.085386E+003  7.675845E+003  7.107098E+003  1.080022E+000  2.469888E-010  3.082426E-006  6.248817E-015  1.363574E-035  6.313475E-040  0.000000E+000  1.000000E+000  2.530000E-005  7.999692E-002  6.186076E-028  0.000000E+000  0.000000E+000  2.252409E-024  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  5.855547E-028
  3.326913E+003  2.068275E+003  9.067501E+003  9.067500E+003  7.630600E+003  7.065205E+003  1.080022E+000  2.549421E-010  3.269501E-006  6.450035E-015  1.458517E-035  6.753661E-040  0.000000E+000  1.000000E+000  2.530000E-005  7.999673E-002  6.378291E-028  0.000000E+000  0.000000E+000  2.385065E-024  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  6.037768E-028
  3.319747E+003  2.275102E+003  9.047971E+003  9.047970E+003  7.581401E+003  7.019652E+003  1.080022E+000  2.639580E-010  3.487699E-006  6.678138E-015  1.570258E-035  7.271781E-040  0.000000E+000  1.000000E+000  2.530000E-005  7.999651E-002  6.596062E-028  0.000000E+000  0.000000E+000  2.539556E-024  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  6.244151E-028
  3.311914E+003  2.502613E+003  9.026622E+003  9.026621E+003  7.527862E+003  6.970079E+003  1.080022E+000  2.742283E-010  3.744148E-006  6.937975E-015  1.702897E-035  7.886861E-040  0.000000E+000  1.000000E+000  2.530000E-005  7.999626E-002  6.843977E-028  0.000000E+000  0.000000E+000  2.720826E-024  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  6.479017E-028
  3.303385E+003  2.752874E+003  9.003377E+003  9.003376E+003  7.469855E+003  6.916370E+003  1.080021E+000  2.859268E-010  4.046446E-006  7.233948E-015  1.860963E-035  8.619929E-040  0.000000E+000  1.000000E+000  2.530000E-005  7.999595E-002  7.126185E-028  0.000000E+000  0.000000E+000  2.934120E-024  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  6.746263E-028
  3.294034E+003  3.028161E+003  8.977890E+003  8.977889E+003  7.406596E+003  6.857799E+003  1.080021E+000  2.994054E-010  4.408109E-006  7.574957E-015  2.052350E-035  9.507644E-040  0.000000E+000  1.000000E+000  2.530000E-005  7.999559E-002  7.451109E-028  0.000000E+000  0.000000E+000  3.188798E-024  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  7.053820E-028
  3.283807E+003  3.330977E+003  8.950017E+003  8.950016E+003  7.337827E+003  6.794126E+003  1.080020E+000  3.149724E-010  4.843492E-006  7.968801E-015  2.285819E-035  1.059069E-039  0.000000E+000  1.000000E+000  2.530000E-005  7.999516E-002  7.826100E-028  0.000000E+000  0.000000E+000  3.494735E-024  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  7.408579E-028
  3.272705E+003  3.664075E+003  8.919758E+003  8.919757E+003  7.263652E+003  6.725446E+003  1.080020E+000  3.329145E-010  5.368646E-006  8.422737E-015  2.571554E-035  1.191639E-039  0.000000E+000  1.000000E+000  2.530000E-005  7.999463E-002  8.257973E-028  0.000000E+000  0.000000E+000  3.862900E-024  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  7.816908E-028
  3.260624E+003  4.030483E+003  8.886831E+003  8.886830E+003  7.183508E+003  6.651241E+003  1.080019E+000  3.537590E-010  6.009879E-006  8.950102E-015  2.926061E-035  1.356143E-039  0.000000E+000  1.000000E+000  2.530000E-005  7.999399E-002  8.759305E-028  0.000000E+000  0.000000E+000  4.311323E-024  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  8.290586E-028
  3.247426E+003  4.433531E+003  8.850859E+003  8.850858E+003  7.096629E+003  6.570799E+003  1.080018E+000  3.782288E-010  6.804944E-006  9.569189E-015  3.373417E-035  1.563769E-039  0.000000E+000  1.000000E+000  2.530000E-005  7.999320E-002  9.347344E-028  0.000000E+000  0.000000E+000  4.865826E-024  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  8.845752E-028
  3.233108E+003  4.876884E+003  8.811836E+003  8.811835E+003  7.003178E+003  6.484272E+003  1.080018E+000  4.069526E-010  7.795943E-006  1.029590E-014  3.941925E-035  1.827675E-039  0.000000E+000  1.000000E+000  2.530000E-005  7.999220E-002  1.003703E-027  0.000000E+000  0.000000E+000  5.554975E-024  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  9.496292E-028
  3.217536E+003  5.364572E+003  8.769394E+003  8.769393E+003  6.902471E+003  6.391027E+003  1.080016E+000  4.410151E-010  9.051038E-006  1.115768E-014  4.677445E-035  2.169181E-039  0.000000E+000  1.000000E+000  2.530000E-005  7.999095E-002  1.085419E-027  0.000000E+000  0.000000E+000  6.425057E-024  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  1.026629E-027
  3.200676E+003  5.901030E+003  8.723442E+003  8.723441E+003  6.794530E+003  6.291084E+003  1.080015E+000  4.815571E-010  1.065653E-005  1.218339E-014  5.640617E-035  2.616493E-039  0.000000E+000  1.000000E+000  2.530000E-005  7.998934E-002  1.182598E-027  0.000000E+000  0.000000E+000  7.534329E-024  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  1.118089E-027
  3.182373E+003  6.491133E+003  8.673558E+003  8.673557E+003  6.678635E+003  6.183776E+003  1.080013E+000  5.303788E-010  1.274882E-005  1.341859E-014  6.928636E-035  3.214819E-039  0.000000E+000  1.000000E+000  2.530000E-005  7.998725E-002  1.299526E-027  0.000000E+000  0.000000E+000  8.974783E-024  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  1.227986E-027
  3.162576E+003  7.140246E+003  8.619600E+003  8.619599E+003  6.554767E+003  6.069087E+003  1.080010E+000  5.895455E-010  1.551381E-005  1.491550E-014  8.679808E-035  4.028523E-039  0.000000E+000  1.000000E+000  2.530000E-005  7.998449E-002  1.441119E-027  0.000000E+000  0.000000E+000  1.087111E-023  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  1.360854E-027
  3.141198E+003  7.854270E+003  8.561335E+003  8.561334E+003  6.422741E+003  5.946843E+003  1.080006E+000  6.618974E-010  1.923109E-005  1.674600E-014  1.110883E-034  5.157545E-039  0.000000E+000  1.000000E+000  2.530000E-005  7.998077E-002  1.614142E-027  0.000000E+000  0.000000E+000  1.341024E-023  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  1.522920E-027
  3.118088E+003  8.639697E+003  8.498350E+003  8.498349E+003  6.282027E+003  5.816555E+003  1.080001E+000  7.515217E-010  2.433956E-005  1.901350E-014  1.456383E-034  6.763981E-039  0.000000E+000  1.000000E+000  2.530000E-005  7.997566E-002  1.828341E-027  0.000000E+000  0.000000E+000  1.688471E-023  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  1.723130E-027
  3.093267E+003  9.503667E+003  8.430700E+003  8.430699E+003  6.133196E+003  5.678752E+003  1.079994E+000  8.632373E-010  3.147266E-005  2.183991E-014  1.957434E-034  9.094524E-039  0.000000E+000  1.000000E+000  2.530000E-005  7.996853E-002  2.095214E-027  0.000000E+000  0.000000E+000  2.171437E-023  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  1.971966E-027
  3.066538E+003  1.045403E+004  8.357849E+003  8.357848E+003  5.975571E+003  5.532806E+003  1.079984E+000  1.004794E-009  4.170518E-005  2.542129E-014  2.706796E-034  1.258144E-038  0.000000E+000  1.000000E+000  2.530000E-005  7.995829E-002  2.433284E-027  0.000000E+000  0.000000E+000  2.860991E-023  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  2.286296E-027
  3.037873E+003  1.149944E+004  8.279723E+003  8.279722E+003  5.809561E+003  5.379097E+003  1.079969E+000  1.186138E-009  5.671800E-005  3.000929E-014  3.857919E-034  1.794016E-038  0.000000E+000  1.000000E+000  2.530000E-005  7.994328E-002  2.866375E-027  0.000000E+000  0.000000E+000  3.867710E-023  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  2.687652E-027
  3.006971E+003  1.264938E+004  8.195500E+003  8.195499E+003  5.634070E+003  5.216609E+003  1.079946E+000  1.423677E-009  7.953418E-005  3.601904E-014  5.698576E-034  2.651294E-038  0.000000E+000  1.000000E+000  2.530000E-005  7.992047E-002  3.433866E-027  0.000000E+000  0.000000E+000  5.389900E-023  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  3.211546E-027
  2.974293E+003  1.391432E+004  8.106437E+003  8.106435E+003  5.452377E+003  5.048379E+003  1.079911E+000  1.734197E-009  1.145930E-004  4.387519E-014  8.689447E-034  4.045009E-038  0.000000E+000  1.000000E+000  2.530000E-005  7.988541E-002  4.176272E-027  0.000000E+000  0.000000E+000  7.716660E-023  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  3.893875E-027
  2.939323E+003  1.530575E+004  8.011125E+003  8.011124E+003  5.262309E+003  4.872394E+003  1.079854E+000  2.152673E-009  1.709143E-004  5.446265E-014  1.379965E-033  6.427667E-038  0.000000E+000  1.000000E+000  2.530000E-005  7.982909E-002  5.178073E-027  0.000000E+000  0.000000E+000  1.143478E-022  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  4.809855E-027
  2.902049E+003  1.683633E+004  7.909535E+003  7.909534E+003  5.064642E+003  4.689374E+003  1.079761E+000  2.726529E-009  2.644566E-004  6.898120E-014  2.288874E-033  1.066816E-037  0.000000E+000  1.000000E+000  2.530000E-005  7.973554E-002  6.554510E-027  0.000000E+000  0.000000E+000  1.757715E-022  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  6.060762E-027
  2.862514E+003  1.851996E+004  7.801783E+003  7.801782E+003  4.860461E+003  4.500322E+003  1.079600E+000  3.527527E-009  4.252025E-004  8.924646E-014  3.974719E-033  1.853877E-037  0.000000E+000  1.000000E+000  2.530000E-005  7.957480E-002  8.481044E-027  0.000000E+000  0.000000E+000  2.807653E-022  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  7.799136E-027
  2.820812E+003  2.037195E+004  7.688123E+003  7.688122E+003  4.651112E+003  4.306484E+003  1.079314E+000  4.665929E-009  7.110243E-004  1.180481E-013  7.240458E-033  3.379666E-037  0.000000E+000  1.000000E+000  2.530000E-005  7.928898E-002  1.122926E-026  0.000000E+000  0.000000E+000  4.664929E-022  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  1.025806E-026
  2.776511E+003  2.240915E+004  7.567380E+003  7.567379E+003  4.435397E+003  4.106753E+003  1.078780E+000  6.339030E-009  1.245274E-003  1.603776E-013  1.397458E-032  6.528472E-037  0.000000E+000  1.000000E+000  2.530000E-005  7.875473E-002  1.528807E-026  0.000000E+000  0.000000E+000  8.119388E-022  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  1.385278E-026
  2.730003E+003  2.465007E+004  7.440623E+003  7.440622E+003  4.216225E+003  3.903821E+003  1.077752E+000  8.838186E-009  2.273604E-003  2.236063E-013  2.852758E-032  1.333932E-036  0.000000E+000  1.000000E+000  2.530000E-005  7.772640E-002  2.138915E-026  0.000000E+000  0.000000E+000  1.473816E-021  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  1.918858E-026
  2.681693E+003  2.711507E+004  7.308954E+003  7.308953E+003  3.996332E+003  3.700221E+003  1.075736E+000  1.263021E-008  4.289434E-003  3.195446E-013  6.142425E-032  2.874977E-036  0.000000E+000  1.000000E+000  2.530000E-005  7.571057E-002  3.072010E-026  0.000000E+000  0.000000E+000  2.766039E-021  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  2.721933E-026
  2.630516E+003  2.982658E+004  7.169472E+003  7.169471E+003  3.771875E+003  3.492395E+003  1.071645E+000  1.867746E-008  8.380230E-003  4.725407E-013  1.423594E-031  6.670353E-036  0.000000E+000  1.000000E+000  2.530000E-005  7.161977E-002  4.574927E-026  0.000000E+000  0.000000E+000  5.379452E-021  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  3.987738E-026
  2.577675E+003  3.280924E+004  7.025454E+003  7.025453E+003  3.549107E+003  3.286133E+003  1.063811E+000  2.835652E-008  1.621403E-002  7.174219E-013  3.489977E-031  1.637148E-035  0.000000E+000  1.000000E+000  2.530000E-005  6.378597E-002  7.010289E-026  0.000000E+000  0.000000E+000  1.037132E-020  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  5.978013E-026
  2.522514E+003  3.609016E+004  6.875111E+003  6.875110E+003  3.326098E+003  3.079648E+003  1.050384E+000  4.449115E-008  2.964092E-002  1.125631E-012  9.174778E-031  4.309316E-035  0.000000E+000  1.000000E+000  2.530000E-005  5.035908E-002  1.113169E-025  0.000000E+000  0.000000E+000  1.891555E-020  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  9.213721E-026
  2.465474E+003  3.969918E+004  6.719649E+003  6.719649E+003  3.105530E+003  2.875423E+003  1.032626E+000  7.221282E-008  4.739956E-002  1.826998E-012  2.593958E-030  1.220022E-034  0.000000E+000  9.999999E-001  2.530000E-005  3.260044E-002  1.834268E-025  0.000000E+000  0.000000E+000  3.022347E-020  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  1.463181E-025
  2.406345E+003  4.366909E+004  6.558493E+003  6.558492E+003  2.887407E+003  2.673462E+003  1.016357E+000  1.226510E-007  6.366810E-002  3.103111E-012  8.105726E-030  3.818032E-034  0.000000E+000  9.999999E-001  2.530000E-005  1.633190E-002  3.174686E-025  0.000000E+000  0.000000E+000  4.063849E-020  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  2.435470E-025
  2.345928E+003  4.803600E+004  6.393828E+003  6.393827E+003  2.675338E+003  2.477107E+003  1.006504E+000  2.184024E-007  7.352125E-002  5.525706E-012  2.816851E-029  1.328930E-033  0.000000E+000  9.999998E-001  2.529999E-005  6.478749E-003  5.784070E-025  0.000000E+000  0.000000E+000  4.707913E-020  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  4.278973E-025
  2.283783E+003  5.283960E+004  6.224451E+003  6.224449E+003  2.468306E+003  2.285415E+003  1.002162E+000  4.111166E-007  7.786308E-002  1.040170E-011  1.108248E-028  5.237495E-033  0.000000E+000  9.999996E-001  2.529999E-005  2.136923E-003  1.119470E-024  0.000000E+000  0.000000E+000  5.015197E-020  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  7.996486E-025
  2.220005E+003  5.812356E+004  6.050625E+003  6.050623E+003  2.267235E+003  2.099243E+003  1.000636E+000  8.198028E-007  7.938820E-002  2.074279E-011  4.955900E-028  2.346501E-032  0.000000E+000  9.999992E-001  2.529998E-005  6.118041E-004  2.308267E-024  0.000000E+000  0.000000E+000  5.159509E-020  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  1.588982E-024
  2.155714E+003  6.393592E+004  5.875399E+003  5.875397E+003  2.075907E+003  1.922091E+003  1.000182E+000  1.717212E-006  7.984194E-002  4.345315E-011  2.472590E-027  1.173052E-031  0.000000E+000  9.999983E-001  2.529996E-005  1.580624E-004  5.028965E-024  0.000000E+000  0.000000E+000  5.253913E-020  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  3.324095E-024
  2.090388E+003  7.032951E+004  5.697353E+003  5.697352E+003  1.892846E+003  1.752594E+003  1.000058E+000  3.819751E-006  7.996355E-002  9.667670E-011  1.409523E-026  6.701507E-031  0.000000E+000  9.999962E-001  2.529990E-005  3.645421E-005  1.171721E-023  0.000000E+000  0.000000E+000  5.349618E-020  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  7.396908E-024
  2.024039E+003  7.736246E+004  5.516517E+003  5.516516E+003  1.718268E+003  1.590951E+003  1.000024E+000  9.083787E-006  7.999256E-002  2.300160E-010  9.320662E-026  4.441800E-030  0.000000E+000  9.999909E-001  2.529977E-005  7.435585E-006  2.942456E-023  0.000000E+000  0.000000E+000  5.466781E-020  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  1.762688E-023
  1.957371E+003  8.509871E+004  5.334815E+003  5.334813E+003  1.554010E+003  1.438865E+003  1.000004E+000  2.304835E-005  7.999865E-002  5.842124E-010  7.122032E-025  3.402529E-029  0.000000E+000  9.999770E-001  2.529942E-005  1.347633E-006  7.952322E-023  0.000000E+000  0.000000E+000  5.614358E-020  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  4.489950E-023
  1.890718E+003  9.360858E+004  5.153152E+003  5.153150E+003  1.400602E+003  1.296824E+003  9.999630E-001  6.253200E-005  7.999978E-002  1.587891E-009  6.322436E-024  3.028616E-028  0.000000E+000  9.999375E-001  2.529841E-005  2.162309E-007  2.319867E-022  0.000000E+000  0.000000E+000  5.799232E-020  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  1.225429E-022
  1.823730E+003  1.029694E+005  4.970576E+003  4.970574E+003  1.256945E+003  1.163810E+003  9.998415E-001  1.838010E-004  7.999997E-002  4.678031E-009  6.715386E-023  3.226145E-027  0.000000E+000  9.998162E-001  2.529532E-005  2.998809E-008  7.413397E-022  0.000000E+000  0.000000E+000  6.030835E-020  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  3.631876E-022
  1.757110E+003  1.132664E+005  4.789003E+003  4.789001E+003  1.124168E+003  1.040872E+003  9.994419E-001  5.834377E-004  8.000000E-002  1.487696E-008  8.482586E-022  4.087718E-026  0.000000E+000  9.994166E-001  2.528512E-005  3.614538E-009  2.587754E-021  0.000000E+000  0.000000E+000  6.316241E-020  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  1.165232E-021
  1.690769E+003  1.245930E+005  4.608192E+003  4.608190E+003  1.001585E+003  9.273713E+002  9.980078E-001  2.017416E-003  8.000000E-002  5.149792E-008  1.300238E-020  6.286518E-025  0.000000E+000  9.979826E-001  2.524850E-005  3.720185E-010  9.960912E-021  0.000000E+000  0.000000E+000  6.663902E-020  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  4.080555E-021
  1.624984E+003  1.370523E+005  4.428893E+003  4.428891E+003  8.891632E+002  8.232800E+002  9.924409E-001  7.584178E-003  8.000000E-002  1.937150E-007  2.413797E-019  1.171141E-023  0.000000E+000  9.924158E-001  2.510628E-005  3.254678E-011  4.211770E-020  0.000000E+000  0.000000E+000  7.066382E-020  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  1.552399E-020
  1.560044E+003  1.507576E+005  4.251900E+003  4.251900E+003  7.867648E+002  7.284689E+002  9.697415E-001  3.028306E-002  8.000000E-002  7.736873E-007  5.189459E-018  2.526862E-022  0.000000E+000  9.697169E-001  2.452631E-005  2.438196E-012  1.887841E-019  0.000000E+000  0.000000E+000  7.437139E-020  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  6.186790E-020
  1.495959E+003  1.658333E+005  4.077237E+003  4.077246E+003  6.937353E+002  6.423324E+002  8.833419E-001  1.166804E-001  8.000000E-002  2.979604E-006  1.070255E-016  5.227758E-021  0.000000E+000  8.833196E-001  2.232040E-005  1.621813E-013  7.745461E-019  0.000000E+000  0.000000E+000  7.379167E-020  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  2.227260E-019
  1.432889E+003  1.824166E+005  3.905338E+003  3.905377E+003  6.096377E+002  5.644661E+002  6.610883E-001  3.389284E-001  8.000000E-002  8.637399E-006  1.296519E-015  6.344764E-020  0.000000E+000  6.610716E-001  1.666260E-005  1.079821E-014  2.006082E-018  0.000000E+000  0.000000E+000  6.089954E-020  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  4.989448E-019
  1.371360E+003  2.006583E+005  3.737641E+003  3.737762E+003  5.344273E+002  4.948285E+002  3.744022E-001  6.256072E-001  8.000000E-002  1.589593E-005  6.546740E-015  3.207561E-019  0.000000E+000  3.743928E-001  9.404068E-006  8.024331E-016  2.547514E-018  0.000000E+000  0.000000E+000  3.852133E-020  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  5.401022E-019
  1.311036E+003  2.207241E+005  3.573229E+003  3.573582E+003  4.669588E+002  4.323592E+002  1.696684E-001  8.303359E-001  8.000000E-002  2.105021E-005  1.764202E-014  8.662553E-019  0.000000E+000  1.696641E-001  4.249786E-006  6.410424E-017  1.903765E-018  0.000000E+000  0.000000E+000  1.978523E-020  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  3.382740E-019
  1.252051E+003  2.427966E+005  3.412465E+003  3.413494E+003  4.067246E+002  3.765880E+002  6.731842E-002  9.326833E-001  8.000000E-002  2.361679E-005  3.462626E-014  1.706246E-018  0.000000E+000  6.731674E-002  1.683212E-006  5.880040E-018  1.080424E-018  0.000000E+000  0.000000E+000  9.040086E-021  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  1.579608E-019
  1.194477E+003  2.670762E+005  3.255548E+003  3.258428E+003  3.531574E+002  3.269899E+002  2.531832E-002  9.746823E-001  8.000000E-002  2.466765E-005  5.742875E-014  2.842619E-018  0.000000E+000  2.531768E-002  6.323499E-007  8.766468E-019  5.556832E-019  0.000000E+000  0.000000E+000  3.983841E-021  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  6.550635E-020
  1.138933E+003  2.937838E+005  3.104163E+003  3.110772E+003  3.061466E+002  2.834625E+002  1.010285E-002  9.898974E-001  8.000000E-002  2.504788E-005  8.332902E-014  4.145769E-018  0.000000E+000  1.010260E-002  2.521219E-007  3.036711E-019  3.027660E-019  0.000000E+000  0.000000E+000  1.894570E-021  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  2.821402E-020
  1.085222E+003  3.231622E+005  2.957773E+003  2.968475E+003  2.648440E+002  2.452202E+002  4.799868E-003  9.952003E-001  8.000000E-002  2.518030E-005  1.092894E-013  5.466184E-018  0.000000E+000  4.799748E-003  1.196955E-007  1.873528E-019  2.001991E-019  0.000000E+000  0.000000E+000  1.093417E-021  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  1.443178E-020
  1.032744E+003  3.554784E+005  2.814743E+003  2.827338E+003  2.282506E+002  2.113382E+002  2.819167E-003  9.971809E-001  8.000000E-002  2.522975E-005  1.355824E-013  6.821360E-018  0.000000E+000  2.819096E-003  7.024961E-008  1.459420E-019  1.687948E-019  0.000000E+000  0.000000E+000  7.988044E-022  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  9.172137E-021
  9.821738E+002  3.910263E+005  2.676915E+003  2.689644E+003  1.963358E+002  1.817882E+002  1.957161E-003  9.980429E-001  8.000000E-002  2.525127E-005  1.638260E-013  8.294937E-018  0.000000E+000  1.957112E-003  4.873113E-008  1.250446E-019  1.736497E-019  0.000000E+000  0.000000E+000  7.057700E-022  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  6.939794E-021
  9.339302E+002  4.301289E+005  2.545427E+003  2.557763E+003  1.688021E+002  1.562946E+002  1.504991E-003  9.984950E-001  8.000000E-002  2.526256E-005  1.960920E-013  9.995393E-018  0.000000E+000  1.504954E-003  3.744152E-008  1.121874E-019  2.042375E-019  0.000000E+000  0.000000E+000  7.060247E-022  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  5.862608E-021
  8.870018E+002  4.731418E+005  2.417523E+003  2.429306E+003  1.446132E+002  1.338980E+002  1.225188E-003  9.987748E-001  8.000000E-002  2.526955E-005  2.361168E-013  1.212204E-017  0.000000E+000  1.225157E-003  3.045331E-008  1.031439E-019  2.656682E-019  0.000000E+000  0.000000E+000  7.699139E-022  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  5.301280E-021
  8.416509E+002  5.204560E+005  2.293920E+003  2.305038E+003  1.235465E+002  1.143922E+002  1.036264E-003  9.989638E-001  8.000000E-002  2.527427E-005  2.886628E-013  1.493235E-017  0.000000E+000  1.036238E-003  2.573277E-008  9.638274E-020  3.757184E-019  0.000000E+000  0.000000E+000  8.992751E-022  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  5.038734E-021
  7.986964E+002  5.725016E+005  2.176847E+003  2.187198E+003  1.055795E+002  9.775650E+001  9.025311E-004  9.990975E-001  8.000000E-002  2.527761E-005  3.605374E-013  1.879652E-017  0.000000E+000  9.025087E-004  2.238935E-008  9.118621E-020  5.685059E-019  0.000000E+000  0.000000E+000  1.110228E-021  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  4.981913E-021
  7.572431E+002  6.297517E+005  2.063866E+003  2.073321E+003  8.997886E+001  8.331181E+001  8.012929E-004  9.991987E-001  8.000000E-002  2.528014E-005  4.672246E-013  2.455759E-017  0.000000E+000  8.012730E-004  1.985642E-008  8.697504E-020  9.237185E-019  0.000000E+000  0.000000E+000  1.446941E-021  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  5.089102E-021
  7.176872E+002  6.927269E+005  1.956057E+003  1.964482E+003  7.660200E+001  7.092612E+001  7.228051E-004  9.992772E-001  8.000000E-002  2.528211E-005  6.345095E-013  3.362845E-017  0.000000E+000  7.227872E-004  1.789088E-008  8.351591E-020  1.602406E-018  0.000000E+000  0.000000E+000  1.981419E-021  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  5.350934E-021
  6.795804E+002  7.619996E+005  1.852196E+003  1.859434E+003  6.503648E+001  6.021756E+001  6.596547E-004  9.993404E-001  8.000000E-002  2.528369E-005  9.181211E-013  4.907423E-017  0.000000E+000  6.596384E-004  1.630759E-008  8.059096E-020  2.987794E-018  0.000000E+000  0.000000E+000  2.859385E-021  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  5.782234E-021
  6.431924E+002  8.381995E+005  1.753021E+003  1.758905E+003  5.513879E+001  5.105324E+001  6.081762E-004  9.993918E-001  8.000000E-002  2.528498E-005  1.429905E-012  7.708265E-017  0.000000E+000  6.081612E-004  1.501511E-008  7.810134E-020  5.973003E-018  0.000000E+000  0.000000E+000  4.340157E-021  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  6.411292E-021
  6.089863E+002  9.220195E+005  1.659792E+003  1.664169E+003  4.680122E+001  4.333344E+001  5.660495E-004  9.994340E-001  8.000000E-002  2.528604E-005  2.400340E-012  1.304801E-016  0.000000E+000  5.660355E-004  1.395561E-008  7.598628E-020  1.267937E-017  0.000000E+000  0.000000E+000  6.885307E-021  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  7.274095E-021
  5.757396E+002  1.014221E+006  1.569178E+003  1.571825E+003  3.954693E+001  3.661667E+001  5.298575E-004  9.994702E-001  8.000000E-002  2.528696E-005  4.453827E-012  2.441502E-016  0.000000E+000  5.298444E-004  1.304350E-008  7.410845E-020  2.943669E-017  0.000000E+000  0.000000E+000  1.162341E-020  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  8.481751E-021
  5.445589E+002  1.115644E+006  1.484195E+003  1.484935E+003  3.346332E+001  3.098383E+001  4.994679E-004  9.995005E-001  8.000000E-002  2.528772E-005  8.979111E-012  4.962371E-016  0.000000E+000  4.994556E-004  1.227574E-008  7.248523E-020  7.288551E-017  0.000000E+000  0.000000E+000  2.055583E-020  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  1.011345E-020
